Year of Event,Name of Event,Tournament Division,Type of Sport,Event Frequency,Host_Org,Host2,Host3,Facility,Facility Latitude,Facility Longitude,Location2,Location3,Location4,Location5,Location6,Location7,Start Date,End Date,Duration,Team Location,Team Province/State,Registration_Revenue,Date of Entry
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Ayr,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,El Segundo,CA,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Fenwick,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Woodbridge,NJ,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Denver,CO,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Port Elgin,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,St. Marys,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Grand Rapids,MI,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Milton,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Barrie,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Napanee,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Freeport,NY,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Dorchester,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Artesia,CA,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,London,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Vale Health and Wellness Centre,,,,2018-01-11,2018-01-14,4,Midland,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Monument,CO,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Aylmer,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Mount Brydges,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Fenwick,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Whitby,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Havelock,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Parkhill,ON,,
2018,International Silver Stick Pelham Finals,Atom/Squirt LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,,,,,,2018-01-12,2018-01-14,3,Monroe,MI,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Mitchell,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Pelham,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Newark,DE,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Fort Collins,CO,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Guelph,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Dorchester,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Albuquerque,NM,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Fort Wayne,IN,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Collingwood,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,San Jose,CA,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Brooklyn,NY,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,St. Marys,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Orangeville,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Strathroy,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,St. Catharines,ON,,
2018,International Silver Stick Pelham Finals,Bantam AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Rex Stimers Arena,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,2018-01-11,2018-01-14,4,Dublin,CA,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Farmington Hills,MI,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Millbrook,ON,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Pelham,ON,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Lefroy,ON,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Lakefield,ON,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Point Edward,ON,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Baden,ON,,
2018,International Silver Stick Pelham Finals,Bantam LL,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,2018-01-12,2018-01-14,3,Tavistock,ON,,
2018,International Silver Stick Pelham Finals,Midget AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Pelham,ON,,
2018,International Silver Stick Pelham Finals,Midget AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Gravenhurst,ON,,
2018,International Silver Stick Pelham Finals,Midget AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Strathroy,ON,,
2018,International Silver Stick Pelham Finals,Midget AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Petrolia,ON,,
2018,International Silver Stick Pelham Finals,Midget AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Mount Brydges,ON,,
2018,International Silver Stick Pelham Finals,Midget AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Tillsonburg,ON,,
2018,International Silver Stick Pelham Finals,Novice A,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Exeter,ON,,
2018,International Silver Stick Pelham Finals,Novice A,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Waterloo,ON,,
2018,International Silver Stick Pelham Finals,Novice A,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Elmira,ON,,
2018,International Silver Stick Pelham Finals,Novice A,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Tillsonburg,ON,,
2018,International Silver Stick Pelham Finals,Novice A,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Collingwood,ON,,
2018,International Silver Stick Pelham Finals,Novice A,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Orillia,ON,,
2018,International Silver Stick Pelham Finals,Novice AA,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Sault Ste. Marie,ON,,
2018,International Silver Stick Pelham Finals,Novice AA,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Thornhill,ON,,
2018,International Silver Stick Pelham Finals,Novice AA,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Uxbridge,ON,,
2018,International Silver Stick Pelham Finals,Novice AA,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,St. Catharines,ON,,
2018,International Silver Stick Pelham Finals,Novice B,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Mooretown,ON,,
2018,International Silver Stick Pelham Finals,Novice B,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Wasaga Beach,ON,,
2018,International Silver Stick Pelham Finals,Novice B,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Petawawa,ON,,
2018,International Silver Stick Pelham Finals,Novice B,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Hanover,ON,,
2018,International Silver Stick Pelham Finals,Novice B,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Campbellford,ON,,
2018,International Silver Stick Pelham Finals,Novice B,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Whitby,ON,,
2018,International Silver Stick Pelham Finals,Novice C,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Belmont,ON,,
2018,International Silver Stick Pelham Finals,Novice C,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Cobden,ON,,
2018,International Silver Stick Pelham Finals,Novice C,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Hagersville,ON,,
2018,International Silver Stick Pelham Finals,Novice C,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Gatorade Garden City Complex - Rex Stimers Arena,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,2018-01-11,2018-01-14,4,Angus,ON,,
2018,International Silver Stick Pelham Finals,Peewee AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,,2018-01-11,2018-01-14,4,Tottenham,ON,,
2018,International Silver Stick Pelham Finals,Peewee AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,,2018-01-11,2018-01-14,4,Casper,WY,,
2018,International Silver Stick Pelham Finals,Peewee AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,,2018-01-11,2018-01-14,4,Pelham,ON,,
2018,International Silver Stick Pelham Finals,Peewee AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,,2018-01-11,2018-01-14,4,Strathroy,ON,,
2018,International Silver Stick Pelham Finals,Peewee AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,,2018-01-11,2018-01-14,4,Collingwood,ON,,
2018,International Silver Stick Pelham Finals,Peewee AE,Ice Hockey,Annual,Pelham Minor Hockey Association,,,Pelham Arena,43.02651503,-79.29488012,Seymour Hannah Sports and Entertainment Centre,Bob Gale Centre,Gatorade Garden City Complex - Jack Gatecliffe,Vale Health and Wellness Centre,,,2018-01-11,2018-01-14,4,Tillsonburg,ON,,
