Year of Event,Name of Event,Tournament Division,Type of Sport,Event Frequency,Host_Org,Host2,Host3,Facility,Facility Latitude,Facility Longitude,Location2,Location3,Location4,Location5,Location6,Location7,Start Date,End Date,Duration,Team Location,Team Province/State,Registration_Revenue,Date of Entry
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Elmira,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Buffalo,NY,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Oakville,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Burlington,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Barrie,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,London,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Niagara Falls,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Bantam,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Waterloo,ON,"$13,650 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Canandaigua,NY,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,London,ON,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,St. Catharines,ON,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Stoney Creek,NY,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Guelph,ON,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,St. Catharines,ON,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,Webster,NY,"$7,800 ",
2018,SCFHA Brock Jr. Badgers House League Tournament,Intermediate,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,,,,,,,2018-01-19,2018-01-21,3,North Tonawanda,NY,"$7,800 ",
2017,SCFHA Brock Jr. Badgers Rep Tournament,Novice B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Guelph,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Novice B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Oshawa,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Novice B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Novice B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Exeter,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Meridian Centre,,,,2017-11-03,2017-11-05,3,Etobicoke,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Meridian Centre,,,,2017-11-03,2017-11-05,3,London,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Meridian Centre,,,,2017-11-03,2017-11-05,3,Niagara Falls,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Meridian Centre,,,,2017-11-03,2017-11-05,3,Oshawa,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,,,,,,2017-11-03,2017-11-05,3,Ajax,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,,,,,,2017-11-03,2017-11-05,3,Etobicoke,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,,,,,,2017-11-03,2017-11-05,3,Oakville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,,,,,,2017-11-03,2017-11-05,3,Whitby,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,,,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Buffalo,NY,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Alliston,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Guelph,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Hamilton,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Lucan,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Atom B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Woodstock,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Brampton,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Burlington,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Etobicoke,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Smiths Falls,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Toronto,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Bowmanville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Ajax,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Orangeville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Guelph,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Lucan,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Mississauga,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Peewee B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Orillia,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Belleville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Brampton,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Guelph,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Markham,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Orangeville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,Oshawa,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Ridley College,Gatorade Garden City Complex - Jack Gatecliffe,Merritton Centennial Arena,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Buffalo,NY,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Ayr,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Uxbridge,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Orangeville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Aurora,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Cazenovia,NY,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Scarborough,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Toronto,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Bantam B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,,,,2017-11-03,2017-11-05,3,Elmira,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,Burlington,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,Chatham,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,Ajax,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,Ottawa,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,St. Thomas,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget A,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Meridian Centre,Gatorade Garden City Complex - Jack Gatecliffe,,,,,2017-11-03,2017-11-05,3,Stratford,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Belleville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Georgina,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,King City,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Orangeville,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,Peterborough,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget BB,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Jack Gatecliffe,Ridley College,Meridian Centre,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Belmont,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,North York,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,St. Catharines,ON,,
2017,SCFHA Brock Jr. Badgers Rep Tournament,Midget B,Ice Hockey,Annual,St. Catharines Female Hockey Association,,,Seymour Hannah Sports and Entertainment Centre,43.15849011,-79.24319477,Gatorade Garden City Complex - Rex Stimers Arena,Meridian Centre,Merritton Centennial Arena,,,,2017-11-03,2017-11-05,3,Baden,ON,,
